Actor Node | Step: 161800 | Output Action: [-0.62495834 -0.7274751 ]
Actor Node | Step: 161900 | Output Action: [ 0.6189571 -1.       ]
Actor Node | Step: 162000 | Output Action: [0.8405517 0.4786621]
Actor Node | Step: 162100 | Output Action: [ 0.7688292 -1.       ]
Actor Node | Step: 162200 | Output Action: [ 0.7793283  -0.46160728]
Actor Node | Step: 162300 | Output Action: [ 0.6737973  -0.69495744]
Actor Node | Step: 162400 | Output Action: [ 0.8371653 -0.8477708]
Actor Node | Step: 162500 | Output Action: [ 1.        -0.9876479]
Actor Node | Step: 162600 | Output Action: [-0.5595295 -1.       ]
Actor Node | Step: 162700 | Output Action: [ 0.55238503 -0.8064206 ]
Actor Node | Step: 162800 | Output Action: [ 0.57197046 -0.92050356]
Actor Node | Step: 162900 | Output Action: [ 0.5025915 -0.8563381]
Actor Node | Step: 163000 | Output Action: [ 0.517701   -0.81182456]
Actor Node | Step: 163100 | Output Action: [ 0.7750242 -0.7603976]
Actor Node | Step: 163200 | Output Action: [ 1. -1.]
Actor Node | Step: 163300 | Output Action: [-0.52240217 -0.21085888]
Actor Node | Step: 163400 | Output Action: [-0.5821848  -0.35264692]
Actor Node | Step: 163500 | Output Action: [ 0.8354078 -1.       ]
Actor Node | Step: 163600 | Output Action: [ 0.7397715  -0.96197665]
Actor Node | Step: 163700 | Output Action: [ 1.         -0.81840223]
Actor Node | Step: 163800 | Output Action: [ 0.94603693 -1.        ]
Actor Node | Step: 163900 | Output Action: [ 0.82391745 -1.        ]
Actor Node | Step: 164000 | Output Action: [ 0.95869136 -0.8102159 ]
Actor Node | Step: 164100 | Output Action: [ 1. -1.]
Actor Node | Step: 164200 | Output Action: [-0.8279864  0.6555804]
Actor Node | Step: 164300 | Output Action: [-0.13428107  0.44086182]
Actor Node | Step: 164400 | Output Action: [ 0.43885663 -1.        ]
Actor Node | Step: 164500 | Output Action: [ 0.8367134  -0.74973786]
Actor Node | Step: 164600 | Output Action: [ 0.77367854 -0.62537235]
Actor Node | Step: 164700 | Output Action: [ 0.34657425 -1.        ]
Actor Node | Step: 164800 | Output Action: [ 1.         -0.90116155]
Actor Node | Step: 164900 | Output Action: [ 0.64102376 -0.74370295]
Actor Node | Step: 165000 | Output Action: [ 0.22038943 -0.5716256 ]
Actor Node | Step: 165100 | Output Action: [0.54514396 0.06604122]
Actor Node | Step: 165200 | Output Action: [ 0.2381194  -0.85655236]
Actor Node | Step: 165300 | Output Action: [-0.07046701 -1.        ]
Actor Node | Step: 165400 | Output Action: [0.41143578 0.9791642 ]
Actor Node | Step: 165500 | Output Action: [ 0.9165981  -0.92718405]
Actor Node | Step: 165600 | Output Action: [ 1.         -0.70870703]
Actor Node | Step: 165700 | Output Action: [ 0.35069165 -1.        ]
Actor Node | Step: 165800 | Output Action: [ 0.3641456  -0.86824733]
Actor Node | Step: 165900 | Output Action: [-0.6863921 -1.       ]
Actor Node | Step: 166000 | Output Action: [ 0.03872167 -0.7590539 ]
Actor Node | Step: 166100 | Output Action: [ 0.8976083  -0.94632804]
Actor Node | Step: 166200 | Output Action: [-0.17717923 -1.        ]
Actor Node | Step: 166300 | Output Action: [ 0.36706936 -0.01993132]
Actor Node | Step: 166400 | Output Action: [-0.5722226  0.4037246]
Actor Node | Step: 166500 | Output Action: [-0.19314535  0.76344705]
Actor Node | Step: 166600 | Output Action: [ 0.07882019 -0.00081251]
Actor Node | Step: 166700 | Output Action: [-0.6184518  -0.43389776]
Actor Node | Step: 166800 | Output Action: [-0.40141863  0.11889062]
Actor Node | Step: 166900 | Output Action: [ 1. -1.]
Actor Node | Step: 167000 | Output Action: [ 0.8684341  -0.95252645]
Actor Node | Step: 167100 | Output Action: [-0.22840081 -0.906637  ]
Actor Node | Step: 167200 | Output Action: [ 0.63805205 -0.9893145 ]
Actor Node | Step: 167300 | Output Action: [ 1.        -0.9742768]
Actor Node | Step: 167400 | Output Action: [ 0.23998961 -0.91390926]
Actor Node | Step: 167500 | Output Action: [ 0.8472619 -0.5839363]
Actor Node | Step: 167600 | Output Action: [ 0.9134299  -0.99975836]
Actor Node | Step: 167700 | Output Action: [0.10097294 0.8880849 ]
Actor Node | Step: 167800 | Output Action: [0.96476746 0.5204133 ]
Actor Node | Step: 167900 | Output Action: [-0.6789611  -0.02348134]
Actor Node | Step: 168000 | Output Action: [ 0.5143038  -0.57680804]
Actor Node | Step: 168100 | Output Action: [ 0.9421583 -0.820171 ]
Actor Node | Step: 168200 | Output Action: [ 0.7994747  -0.79118353]
Actor Node | Step: 168300 | Output Action: [ 0.96734923 -0.9727554 ]
Actor Node | Step: 168400 | Output Action: [ 1. -1.]
Actor Node | Step: 168500 | Output Action: [-0.03087004 -0.9487337 ]
Actor Node | Step: 168600 | Output Action: [ 0.77867866 -1.        ]
Actor Node | Step: 168700 | Output Action: [-0.4709979   0.02277299]
Actor Node | Step: 168800 | Output Action: [-0.181737  -0.1059621]
Actor Node | Step: 168900 | Output Action: [0.59759927 0.05235947]
Actor Node | Step: 169000 | Output Action: [-0.5233993   0.58194566]
Actor Node | Step: 169100 | Output Action: [ 0.7024491 -0.5001122]
Actor Node | Step: 169200 | Output Action: [ 0.6407106 -1.       ]
Actor Node | Step: 169300 | Output Action: [ 1.         -0.94680923]
Actor Node | Step: 169400 | Output Action: [ 0.21826464 -1.        ]
Actor Node | Step: 169500 | Output Action: [ 0.50359523 -1.        ]
Actor Node | Step: 169600 | Output Action: [ 0.6936253 -1.       ]
Actor Node | Step: 169700 | Output Action: [0.74078506 0.9908569 ]
Actor Node | Step: 169800 | Output Action: [-0.22523911 -0.9640946 ]
Actor Node | Step: 169900 | Output Action: [-1.         -0.74675494]
Actor Node | Step: 170000 | Output Action: [ 0.0910494 -0.7394631]
Actor Node | Step: 170100 | Output Action: [ 0.6416236  -0.87922543]
Actor Node | Step: 170200 | Output Action: [-0.05641187 -0.62842864]
Actor Node | Step: 170300 | Output Action: [0.27301946 0.5204051 ]
Actor Node | Step: 170400 | Output Action: [ 0.22325829 -1.        ]
Actor Node | Step: 170500 | Output Action: [-0.3695655   0.13183776]
Actor Node | Step: 170600 | Output Action: [ 0.2177817  -0.95276403]
Actor Node | Step: 170700 | Output Action: [ 0.57044446 -0.6815713 ]
Actor Node | Step: 170800 | Output Action: [-0.65825963 -0.9269166 ]
Actor Node | Step: 170900 | Output Action: [-0.2538145   0.09634453]
Actor Node | Step: 171000 | Output Action: [-0.45498237 -0.7961221 ]
Actor Node | Step: 171100 | Output Action: [0.32459298 0.20302401]
Actor Node | Step: 171200 | Output Action: [-0.2007961  -0.51420975]
Actor Node | Step: 171300 | Output Action: [-0.54991657 -0.3742067 ]
Actor Node | Step: 171400 | Output Action: [ 0.544313  -0.9025694]
Actor Node | Step: 171500 | Output Action: [ 0.97007173 -0.9115896 ]
Actor Node | Step: 171600 | Output Action: [ 0.98881173 -1.        ]
Actor Node | Step: 171700 | Output Action: [-0.26205212  0.21864277]
Actor Node | Step: 171800 | Output Action: [-0.72734934 -0.154688  ]
Actor Node | Step: 171900 | Output Action: [ 0.97876745 -0.8879328 ]
Actor Node | Step: 172000 | Output Action: [-1.        -0.6137859]
Actor Node | Step: 172100 | Output Action: [-0.03092731  0.51382434]
Actor Node | Step: 172200 | Output Action: [-0.2152202 -1.       ]
Actor Node | Step: 172300 | Output Action: [ 0.12052277 -0.67191964]
Actor Node | Step: 172400 | Output Action: [ 0.792414 -1.      ]
Actor Node | Step: 172500 | Output Action: [ 0.66420686 -0.76284003]
Actor Node | Step: 172600 | Output Action: [ 0.21440104 -0.56133467]
Actor Node | Step: 172700 | Output Action: [-0.28044295 -0.6127154 ]
Actor Node | Step: 172800 | Output Action: [ 0.59573275 -0.2879331 ]
Actor Node | Step: 172900 | Output Action: [ 0.77097994 -1.        ]
Actor Node | Step: 173000 | Output Action: [ 0.89377874 -0.6407941 ]
Actor Node | Step: 173100 | Output Action: [-0.6589226 -0.4564282]
Actor Node | Step: 173200 | Output Action: [ 0.04849396 -0.23200373]
Actor Node | Step: 173300 | Output Action: [ 0.5459503  -0.81494623]
Actor Node | Step: 173400 | Output Action: [ 1. -1.]
Actor Node | Step: 173500 | Output Action: [ 0.8687675  -0.97576135]
Actor Node | Step: 173600 | Output Action: [ 0.85210645 -0.8781701 ]
Actor Node | Step: 173700 | Output Action: [ 1. -1.]
Actor Node | Step: 173800 | Output Action: [0.7861968 0.5398089]
Actor Node | Step: 173900 | Output Action: [ 0.9183885 -1.       ]
Actor Node | Step: 174000 | Output Action: [-0.03104401 -0.34179825]
Actor Node | Step: 174100 | Output Action: [0.4695966  0.00611429]
Actor Node | Step: 174200 | Output Action: [ 0.79068786 -0.9182031 ]
Actor Node | Step: 174300 | Output Action: [-0.58782434 -0.98739296]
Actor Node | Step: 174400 | Output Action: [ 1. -1.]
Actor Node | Step: 174500 | Output Action: [ 0.7190113 -0.5974928]
Actor Node | Step: 174600 | Output Action: [ 0.28488424 -0.4292689 ]
Actor Node | Step: 174700 | Output Action: [ 0.53362894 -0.89710456]
Actor Node | Step: 174800 | Output Action: [ 0.10604112 -1.        ]
Actor Node | Step: 174900 | Output Action: [-0.13960756 -1.        ]
Actor Node | Step: 175000 | Output Action: [0.06094853 0.0833666 ]
Actor Node | Step: 175100 | Output Action: [ 0.44472414 -0.9815183 ]
Actor Node | Step: 175200 | Output Action: [ 0.44146103 -0.9902047 ]
Actor Node | Step: 175300 | Output Action: [ 0.42191333 -1.        ]
Actor Node | Step: 175400 | Output Action: [ 0.25273424 -0.28230178]
Actor Node | Step: 175500 | Output Action: [ 0.8238622 -0.7512967]
Actor Node | Step: 175600 | Output Action: [ 0.23053353 -0.98544973]
Actor Node | Step: 175700 | Output Action: [-0.5775776 -0.896463 ]
Actor Node | Step: 175800 | Output Action: [ 0.8872102 -0.9150145]
Actor Node | Step: 175900 | Output Action: [ 0.5638201 -0.818945 ]
Actor Node | Step: 176000 | Output Action: [-0.36771038 -0.77936345]
Actor Node | Step: 176100 | Output Action: [ 0.9335356  -0.91719794]
Actor Node | Step: 176200 | Output Action: [-0.39391184  0.47699913]
Actor Node | Step: 176300 | Output Action: [0.20792268 0.3218364 ]
Actor Node | Step: 176400 | Output Action: [ 0.98171186 -1.        ]
Actor Node | Step: 176500 | Output Action: [ 0.22631958 -0.9219259 ]
Actor Node | Step: 176600 | Output Action: [ 0.78490806 -1.        ]
Actor Node | Step: 176700 | Output Action: [ 1.         -0.98979974]
Actor Node | Step: 176800 | Output Action: [ 0.91580844 -1.        ]
Actor Node | Step: 176900 | Output Action: [-0.04106978  0.10964815]
Actor Node | Step: 177000 | Output Action: [ 0.8255394 -0.9717642]
Actor Node | Step: 177100 | Output Action: [ 0.9985678 -0.951682 ]
Actor Node | Step: 177200 | Output Action: [ 0.53215176 -1.        ]
Actor Node | Step: 177300 | Output Action: [ 1. -1.]
Actor Node | Step: 177400 | Output Action: [ 0.48480088 -0.68422496]
Actor Node | Step: 177500 | Output Action: [-0.24606808 -1.        ]
Actor Node | Step: 177600 | Output Action: [ 0.2927748 -1.       ]
Actor Node | Step: 177700 | Output Action: [-1.         -0.41612595]
Actor Node | Step: 177800 | Output Action: [ 0.5221654 -1.       ]
Actor Node | Step: 177900 | Output Action: [-0.18147781 -0.5569912 ]
Actor Node | Step: 178000 | Output Action: [-0.8303611 -1.       ]
Actor Node | Step: 178100 | Output Action: [ 1.        -0.8917819]
Actor Node | Step: 178200 | Output Action: [ 0.65188026 -0.53551286]
Actor Node | Step: 178300 | Output Action: [-0.663319  -0.6656584]
Actor Node | Step: 178400 | Output Action: [ 0.15272406 -0.7199567 ]
Actor Node | Step: 178500 | Output Action: [-0.94366634 -0.75044715]
Actor Node | Step: 178600 | Output Action: [-1.         -0.77344966]
Actor Node | Step: 178700 | Output Action: [-0.46207172 -0.80605376]
Actor Node | Step: 178800 | Output Action: [ 1.         -0.74530786]
Actor Node | Step: 178900 | Output Action: [ 0.70728046 -1.        ]
Actor Node | Step: 179000 | Output Action: [ 1. -1.]
Actor Node | Step: 179100 | Output Action: [ 0.91292036 -0.97529113]
Actor Node | Step: 179200 | Output Action: [ 0.64066416 -1.        ]
Actor Node | Step: 179300 | Output Action: [0.5302779  0.15094556]
Actor Node | Step: 179400 | Output Action: [ 0.9006105 -0.7199305]
Actor Node | Step: 179500 | Output Action: [ 0.17516366 -0.34890133]
Actor Node | Step: 179600 | Output Action: [ 0.6339281 -0.8170188]
Actor Node | Step: 179700 | Output Action: [ 0.7804885  -0.94535995]
Actor Node | Step: 179800 | Output Action: [ 1. -1.]
Actor Node | Step: 179900 | Output Action: [ 0.07422008 -0.07349297]
Actor Node | Step: 180000 | Output Action: [-0.53994906  0.29410818]
Actor Node | Step: 180100 | Output Action: [ 1. -1.]
Actor Node | Step: 180200 | Output Action: [ 0.9952271  -0.99880666]
Actor Node | Step: 180300 | Output Action: [-0.36339507 -0.5824945 ]
Actor Node | Step: 180400 | Output Action: [ 0.76579756 -0.8508179 ]
Actor Node | Step: 180500 | Output Action: [-0.0795353 -0.9327526]
Actor Node | Step: 180600 | Output Action: [-0.433046 -1.      ]
Actor Node | Step: 180700 | Output Action: [ 0.97373927 -1.        ]
Actor Node | Step: 180800 | Output Action: [-0.21207008 -0.49199238]
Actor Node | Step: 180900 | Output Action: [ 0.62117344 -0.23441523]
Actor Node | Step: 181000 | Output Action: [-0.47217616  0.22799052]
Actor Node | Step: 181100 | Output Action: [ 0.9738685 -0.872216 ]
Actor Node | Step: 181200 | Output Action: [0.06739733 0.38289055]
Actor Node | Step: 181300 | Output Action: [ 0.12182345 -0.42598194]
Actor Node | Step: 181400 | Output Action: [ 1.         -0.17657061]
Actor Node | Step: 181500 | Output Action: [ 0.40114623 -0.76516265]
Actor Node | Step: 181600 | Output Action: [ 0.6762936  -0.80097693]
Actor Node | Step: 181700 | Output Action: [ 1.        -0.9108882]
Actor Node | Step: 181800 | Output Action: [ 0.56858593 -0.98198307]
Actor Node | Step: 181900 | Output Action: [-0.8004789   0.05017865]
Actor Node | Step: 182000 | Output Action: [ 0.84441954 -0.95120156]
Actor Node | Step: 182100 | Output Action: [ 0.7951946 -1.       ]
Actor Node | Step: 182200 | Output Action: [ 1.         -0.93893826]
Actor Node | Step: 182300 | Output Action: [ 0.4479181 -1.       ]
Actor Node | Step: 182400 | Output Action: [ 1.        -0.9484264]
Actor Node | Step: 182500 | Output Action: [-0.67796075 -0.06528442]
Actor Node | Step: 182600 | Output Action: [ 0.7194635 -1.       ]
Actor Node | Step: 182700 | Output Action: [ 0.5348408 -0.2564488]
Actor Node | Step: 182800 | Output Action: [ 0.70678574 -1.        ]
Actor Node | Step: 182900 | Output Action: [0.4994698  0.11973877]
Actor Node | Step: 183000 | Output Action: [0.42346114 0.7072443 ]
Actor Node | Step: 183100 | Output Action: [ 0.8835853  -0.80016136]
Actor Node | Step: 183200 | Output Action: [ 0.0428673 -1.       ]
Actor Node | Step: 183300 | Output Action: [ 0.6406511 -1.       ]
Actor Node | Step: 183400 | Output Action: [ 1.         -0.98910385]
Actor Node | Step: 183500 | Output Action: [ 0.9380674 -1.       ]
Actor Node | Step: 183600 | Output Action: [ 1.         -0.66288465]
Actor Node | Step: 183700 | Output Action: [ 1.        -0.8960732]
Actor Node | Step: 183800 | Output Action: [-0.3932388 -1.       ]
Actor Node | Step: 183900 | Output Action: [ 0.18915336 -0.33218026]
Actor Node | Step: 184000 | Output Action: [ 0.7571395 -1.       ]
Actor Node | Step: 184100 | Output Action: [ 0.5284711 -1.       ]
Actor Node | Step: 184200 | Output Action: [-0.78588    -0.51763207]
Actor Node | Step: 184300 | Output Action: [-0.01835718 -0.6654156 ]
Actor Node | Step: 184400 | Output Action: [ 0.74508876 -1.        ]
Actor Node | Step: 184500 | Output Action: [-0.57305336 -0.80617356]
Actor Node | Step: 184600 | Output Action: [ 0.23765846 -0.03161786]
Actor Node | Step: 184700 | Output Action: [ 0.79750645 -1.        ]
Actor Node | Step: 184800 | Output Action: [-0.20697871 -0.00958558]
Actor Node | Step: 184900 | Output Action: [-0.31297842  0.82520205]
Actor Node | Step: 185000 | Output Action: [ 0.8214522 -1.       ]
Actor Node | Step: 185100 | Output Action: [ 1. -1.]
Actor Node | Step: 185200 | Output Action: [0.81313086 0.48656958]
Actor Node | Step: 185300 | Output Action: [ 0.8582129  -0.36685538]
Actor Node | Step: 185400 | Output Action: [0.4466553  0.28018966]
Actor Node | Step: 185500 | Output Action: [0.24038664 0.36204338]
Actor Node | Step: 185600 | Output Action: [ 0.49197775 -1.        ]
Actor Node | Step: 185700 | Output Action: [ 0.42800415 -0.8516706 ]
Actor Node | Step: 185800 | Output Action: [ 0.6428733  -0.83555037]
Actor Node | Step: 185900 | Output Action: [ 0.45145288 -1.        ]
Actor Node | Step: 186000 | Output Action: [-0.6337189  -0.37041354]
Actor Node | Step: 186100 | Output Action: [ 0.8654382 -0.8015079]
Actor Node | Step: 186200 | Output Action: [ 0.7309929 -0.872714 ]
Actor Node | Step: 186300 | Output Action: [-0.561305   -0.03921771]
Actor Node | Step: 186400 | Output Action: [ 0.596286  -0.7207595]
Actor Node | Step: 186500 | Output Action: [-0.12577905 -1.        ]
Actor Node | Step: 186600 | Output Action: [-0.04412396  0.3521545 ]
Actor Node | Step: 186700 | Output Action: [-0.36712334 -0.7394628 ]
Actor Node | Step: 186800 | Output Action: [ 0.79405206 -0.9497556 ]
Actor Node | Step: 186900 | Output Action: [ 0.89083356 -1.        ]
Actor Node | Step: 187000 | Output Action: [ 0.20283468 -0.60361445]
Actor Node | Step: 187100 | Output Action: [ 0.82421553 -1.        ]
Actor Node | Step: 187200 | Output Action: [ 0.15203299 -1.        ]
Actor Node | Step: 187300 | Output Action: [-0.52534187 -0.9924867 ]
Actor Node | Step: 187400 | Output Action: [ 0.70621496 -0.89902   ]
Actor Node | Step: 187500 | Output Action: [ 0.44624066 -0.9776517 ]
Actor Node | Step: 187600 | Output Action: [ 0.64827985 -1.        ]
Actor Node | Step: 187700 | Output Action: [ 0.82583755 -0.61753345]
Actor Node | Step: 187800 | Output Action: [ 1. -1.]
Actor Node | Step: 187900 | Output Action: [ 1.        -0.8938576]
Actor Node | Step: 188000 | Output Action: [ 0.5754358  -0.90089333]
Actor Node | Step: 188100 | Output Action: [ 1.         -0.60277903]
Actor Node | Step: 188200 | Output Action: [ 0.4274734  -0.33938342]
Actor Node | Step: 188300 | Output Action: [ 1.        -0.5356879]
Actor Node | Step: 188400 | Output Action: [ 0.633893 -1.      ]
Actor Node | Step: 188500 | Output Action: [ 0.9872751  -0.63593227]
Actor Node | Step: 188600 | Output Action: [ 0.87911016 -1.        ]
Actor Node | Step: 188700 | Output Action: [ 0.91741914 -0.59912676]
Actor Node | Step: 188800 | Output Action: [ 0.8710264 -1.       ]
Actor Node | Step: 188900 | Output Action: [ 0.9642942 -0.7043129]
Actor Node | Step: 189000 | Output Action: [ 0.37459117 -1.        ]
Actor Node | Step: 189100 | Output Action: [ 0.6107576 -0.7942492]
Actor Node | Step: 189200 | Output Action: [-0.41774103 -0.94280684]
Actor Node | Step: 189300 | Output Action: [ 0.7616681 -0.968681 ]
Actor Node | Step: 189400 | Output Action: [ 0.68673587 -0.9055927 ]
Actor Node | Step: 189500 | Output Action: [ 1.        -0.8986034]
Actor Node | Step: 189600 | Output Action: [-0.1758127  -0.17193766]
Actor Node | Step: 189700 | Output Action: [-0.46785235 -0.11765259]
Actor Node | Step: 189800 | Output Action: [ 0.80119133 -1.        ]
Actor Node | Step: 189900 | Output Action: [-1.       -0.724917]
Actor Node | Step: 190000 | Output Action: [ 0.7745484  -0.87965757]
Actor Node | Step: 190100 | Output Action: [ 0.9029857 -0.8360692]
Actor Node | Step: 190200 | Output Action: [-0.40552518 -0.3800267 ]
Actor Node | Step: 190300 | Output Action: [ 0.9977489 -1.       ]
Actor Node | Step: 190400 | Output Action: [ 0.40256324 -0.28452924]
Actor Node | Step: 190500 | Output Action: [ 0.03779791 -0.2513972 ]
Actor Node | Step: 190600 | Output Action: [ 1. -1.]
Actor Node | Step: 190700 | Output Action: [ 0.965659 -1.      ]
Actor Node | Step: 190800 | Output Action: [-0.10916588 -0.2634757 ]
Actor Node | Step: 190900 | Output Action: [ 0.6333326 -0.7720566]
Actor Node | Step: 191000 | Output Action: [ 0.8087906 -0.7895019]
Actor Node | Step: 191100 | Output Action: [ 0.6765896  -0.94609505]
Actor Node | Step: 191200 | Output Action: [ 0.7417834 -0.823041 ]
Actor Node | Step: 191300 | Output Action: [ 0.8575616  -0.68941957]
Actor Node | Step: 191400 | Output Action: [ 0.85210836 -1.        ]
Actor Node | Step: 191500 | Output Action: [ 0.5299278  -0.55149335]
Actor Node | Step: 191600 | Output Action: [-0.65517545 -0.36555603]
Actor Node | Step: 191700 | Output Action: [-0.6636327 -1.       ]
Actor Node | Step: 191800 | Output Action: [ 0.7672763 -1.       ]
Actor Node | Step: 191900 | Output Action: [-0.5142449  0.9821227]
Actor Node | Step: 192000 | Output Action: [ 0.9148661 -1.       ]
Actor Node | Step: 192100 | Output Action: [-0.39893723  0.12014953]
Actor Node | Step: 192200 | Output Action: [ 0.4724329 -1.       ]
Actor Node | Step: 192300 | Output Action: [ 0.9537153  -0.99807686]
Actor Node | Step: 192400 | Output Action: [ 0.7893523 -1.       ]
Actor Node | Step: 192500 | Output Action: [ 0.169875 -1.      ]
Actor Node | Step: 192600 | Output Action: [0.06529335 1.        ]
Actor Node | Step: 192700 | Output Action: [-0.05201934  0.11610272]
Actor Node | Step: 192800 | Output Action: [ 0.96726245 -0.8260664 ]
Actor Node | Step: 192900 | Output Action: [ 0.6668049 -1.       ]
Actor Node | Step: 193000 | Output Action: [ 0.7513273  -0.82934064]
Actor Node | Step: 193100 | Output Action: [ 0.46284428 -0.6564522 ]
Actor Node | Step: 193200 | Output Action: [ 0.9463803 -0.7262733]
Actor Node | Step: 193300 | Output Action: [ 0.6211495  -0.95154244]
Actor Node | Step: 193400 | Output Action: [ 0.96814173 -0.7324654 ]
Actor Node | Step: 193500 | Output Action: [ 0.6313863  -0.74595934]
Actor Node | Step: 193600 | Output Action: [ 0.4678641 -0.4937776]
Actor Node | Step: 193700 | Output Action: [ 0.85285324 -1.        ]
Actor Node | Step: 193800 | Output Action: [ 0.4824918 -0.87298  ]
Actor Node | Step: 193900 | Output Action: [ 0.28055415 -0.96273696]
Actor Node | Step: 194000 | Output Action: [ 0.82359797 -0.6651168 ]
Actor Node | Step: 194100 | Output Action: [ 1. -1.]
Actor Node | Step: 194200 | Output Action: [ 0.7875282 -1.       ]
Actor Node | Step: 194300 | Output Action: [ 0.45379445 -1.        ]
Actor Node | Step: 194400 | Output Action: [ 0.08143085 -0.15403691]
Actor Node | Step: 194500 | Output Action: [ 0.8071536  -0.75678617]
Actor Node | Step: 194600 | Output Action: [ 0.69496065 -0.99554753]
Actor Node | Step: 194700 | Output Action: [ 0.6004473 -0.9409376]
Actor Node | Step: 194800 | Output Action: [ 0.39243355 -0.944887  ]
Actor Node | Step: 194900 | Output Action: [0.37158573 0.12170744]
Actor Node | Step: 195000 | Output Action: [ 0.431565 -0.665441]
Actor Node | Step: 195100 | Output Action: [-0.05276433 -0.72283715]
Actor Node | Step: 195200 | Output Action: [ 0.5582903 -0.6231016]
Actor Node | Step: 195300 | Output Action: [ 0.83068347 -1.        ]
Actor Node | Step: 195400 | Output Action: [ 0.5453959 -0.9955138]
Actor Node | Step: 195500 | Output Action: [ 0.878055  -0.9049526]
Actor Node | Step: 195600 | Output Action: [-1.         -0.17718802]
Actor Node | Step: 195700 | Output Action: [ 0.08556954 -0.83941114]
Actor Node | Step: 195800 | Output Action: [-0.62144774 -0.3273457 ]
Actor Node | Step: 195900 | Output Action: [0.82800084 0.04137884]
Actor Node | Step: 196000 | Output Action: [-0.35344315 -0.08588877]
Actor Node | Step: 196100 | Output Action: [-1.        -0.5479809]
Actor Node | Step: 196200 | Output Action: [ 0.87236995 -1.        ]
Actor Node | Step: 196300 | Output Action: [ 0.90933233 -0.859792  ]
Actor Node | Step: 196400 | Output Action: [ 0.9669977 -1.       ]
Actor Node | Step: 196500 | Output Action: [ 0.41543838 -0.81606483]
Actor Node | Step: 196600 | Output Action: [ 0.16027083 -0.10491592]
Actor Node | Step: 196700 | Output Action: [ 0.58225137 -1.        ]
Actor Node | Step: 196800 | Output Action: [-0.7153789  -0.38139194]
Actor Node | Step: 196900 | Output Action: [-0.4982492   0.30751967]
Actor Node | Step: 197000 | Output Action: [-0.61055356 -0.8292859 ]
Actor Node | Step: 197100 | Output Action: [ 0.99160314 -0.94293904]
Actor Node | Step: 197200 | Output Action: [ 0.36580977 -0.16047522]
Actor Node | Step: 197300 | Output Action: [ 0.19837646 -0.5658655 ]
Actor Node | Step: 197400 | Output Action: [ 0.24463107 -0.06987772]
Actor Node | Step: 197500 | Output Action: [ 0.947423   -0.66093606]
Actor Node | Step: 197600 | Output Action: [-0.07176261 -0.6868019 ]
Actor Node | Step: 197700 | Output Action: [ 1.         -0.17362246]
Actor Node | Step: 197800 | Output Action: [ 1.         -0.97412324]
Actor Node | Step: 197900 | Output Action: [ 0.4964988 -1.       ]
Actor Node | Step: 198000 | Output Action: [ 1. -1.]
Actor Node | Step: 198100 | Output Action: [ 0.5991725  -0.70832735]
Actor Node | Step: 198200 | Output Action: [ 0.91434926 -0.67339826]
Actor Node | Step: 198300 | Output Action: [ 1.         -0.79397076]
Actor Node | Step: 198400 | Output Action: [ 0.5726748 -0.9036031]
Actor Node | Step: 198500 | Output Action: [ 0.16436136 -0.22966504]
Actor Node | Step: 198600 | Output Action: [ 0.5899861 -0.7453368]
Actor Node | Step: 198700 | Output Action: [ 0.26099947 -0.74385023]
Actor Node | Step: 198800 | Output Action: [ 1.        -0.6900302]
Actor Node | Step: 198900 | Output Action: [ 0.5097809 -0.7991981]
Actor Node | Step: 199000 | Output Action: [ 1. -1.]
Actor Node | Step: 199100 | Output Action: [ 0.42101935 -0.64556426]
Actor Node | Step: 199200 | Output Action: [ 1.        -0.6869953]
Actor Node | Step: 199300 | Output Action: [-0.28752834  0.21593006]
Actor Node | Step: 199400 | Output Action: [-0.6625425  0.741142 ]
Actor Node | Step: 199500 | Output Action: [-0.5762193 -0.066122 ]
Actor Node | Step: 199600 | Output Action: [0.00921463 0.33791703]
Actor Node | Step: 199700 | Output Action: [ 0.8541169 -0.7587421]
Actor Node | Step: 199800 | Output Action: [ 0.52825606 -0.83113945]
Actor Node | Step: 199900 | Output Action: [ 0.1432185 -1.       ]
Actor Node | Step: 200000 | Output Action: [-0.32174546 -0.97037226]
Actor Node | Step: 200100 | Output Action: [ 0.75985515 -1.        ]
Actor Node | Step: 200200 | Output Action: [ 0.23581664 -0.72281784]
Actor Node | Step: 200300 | Output Action: [ 0.2693947 -1.       ]
Actor Node | Step: 200400 | Output Action: [ 0.95316744 -1.        ]
Actor Node | Step: 200500 | Output Action: [ 0.86851543 -1.        ]
Actor Node | Step: 200600 | Output Action: [0.7399556  0.93258584]
Actor Node | Step: 200700 | Output Action: [ 0.43122345 -0.90656227]
Actor Node | Step: 200800 | Output Action: [ 0.5213334 -0.8011812]
Actor Node | Step: 200900 | Output Action: [1.        0.5965935]
Actor Node | Step: 201000 | Output Action: [-0.32727012 -0.34226382]
Actor Node | Step: 201100 | Output Action: [ 1.         -0.72410727]
Actor Node | Step: 201200 | Output Action: [ 0.1884213 -0.8910953]
Actor Node | Step: 201300 | Output Action: [ 0.95439893 -0.94536394]
Actor Node | Step: 201400 | Output Action: [ 0.9678041 -0.8309592]
Actor Node | Step: 201500 | Output Action: [ 0.7061002 -1.       ]
Actor Node | Step: 201600 | Output Action: [ 0.7129279  -0.87052065]
